1,TDM,1,166
1,TDM,2,198
1,TDM,3,180
1,TDM,4,200
1,TDM,5,266
1,TDM,6,277
1,TDM,7,262
1,TDM,8,231
1,TDM,9,156
1,TDM,10,148
1,TDM,11,108
1,TDM,12,73.7
1,TDM,13,41.6
1,TDM,14,19.1
1,TDM,15,5.44
1,TDM,16,84.0
1,TDM,17,122
1,TDM,18,120
1,TDM,19,8.94
1,TDM,20,33.6
1,TDM,21,51.8
1,TDM,22,66.0
1,TDM,23,45.6
1,TDM,24,2.50
1,TDM,25,55.8
1,TDM,26,117
1,TDM,27,109
1,TDM,29,64.0
1,TDM,30,58.7
1,TDM,31,75.9
1,TDM,33,171
1,TDM,34,140
1,TDM,35,78.1
1,TDM,36,23.9
1,TDM,38,90.9
1,TDM,39,2.51
1,TDM,40,18.4
1,TDM,41,26.2
1,TDM,42,6.99
1,TDM,43,40.7
1,TDM,44,21.5
1,TDM,45,22.1
1,TDM,46,99.4
1,TDM,47,125
1,TDM,48,115
1,TDM,49,22.3
1,TDM,50,29.6
1,TDM,51,2.36
1,TDM,52,13.2
1,TDM,53,54.4
1,TDM,54,2.39
1,TDM,55,22.7
1,TDM,56,17.2
1,TDM,57,9.72
1,TDM,58,23.1
1,TDM,59,15.8
1,TDM,60,2.69
1,TDM,61,87.2
1,TDM,63,29.4
1,TDM,64,29.2
1,TDM,65,16.5
1,TDM,66,44.7
1,TDM,67,78.1
1,TDM,68,76.1
1,TDM,69,4.00
1,TDM,70,26.7
1,TDM,71,140
1,TDM,72,193
1,TDM,73,198
1,TDM,74,165
1,TDM,75,220
1,TDM,77,155
1,TDM,78,127
1,TDM,79,118
1,TDM,80,56.7
1,TDM,81,100
1,TDM,83,120
1,TDM,84,36.8
1,TDM,85,2.53
1,TDM,86,8.25
1,TDM,88,161
1,TDM,89,160
1,TDM,90,114
1,TDM,92,49.2
1,TDM,93,50.6
1,TDM,94,43.7
1,TDM,95,60.7
1,TDM,96,13.7
1,TDM,98,38.6
1,TDM,100,12.9
1,TDM,101,52.4
1,TDM,103,7.28
1,TDM,104,77.6
1,TDM,105,37.4
1,TDM,106,8.80
1,TDM,107,32.4
1,TDM,108,16.3
1,TDM,109,46.0
1,TDM,110,113
1,TDM,111,87.4
1,TDM,113,88.6
1,TDM,114,32.8
1,TDM,115,4.15
1,TDM,116,20.8
1,TDM,118,72.7
1,TDM,119,90.4
1,TDM,120,60.4
1,TDM,121,128
1,TDM,122,98.1
1,TDM,123,148
1,TDM,124,167
1,TDM,125,94.5
1,TDM,126,66.4
1,TDM,127,79.2
1,TDM,129,86.0
1,TDM,130,31.1
1,TDM,131,17.7
1,TDM,132,19.8
1,TDM,133,19.0
1,TDM,134,11.1
1,TDM,135,62.9
1,TDM,136,53.0
1,TDM,137,2.66
1,TDM,138,16.2
1,TDM,139,87.0
1,TDM,140,61.5
1,TDM,141,119
1,TDM,142,101
1,TDM,143,18.4
1,TDM,144,126
1,TDM,145,135
1,TDM,146,158
1,TDM,147,100
1,TDM,149,25.8
1,TDM,150,7.08
1,TDM,151,13.2
1,TDM,152,4.27
1,TDM,153,7.68
1,TDM,154,4.26
1,TDM,155,59.2
1,TDM,156,156
1,TDM,157,55.2
1,TDM,158,108
1,TDM,159,44.8
1,TDM,160,67.9
1,TDM,161,50.8
1,TDM,162,72.0
1,TDM,163,89.0
1,TDM,164,32.1
1,TDM,165,22.4
1,TDM,166,141
1,TDM,167,138
1,TDM,169,82.5
1,TDM,170,2.63
1,TDM,171,28.4
1,TDM,172,13.1
1,TDM,173,77.1
1,TDM,174,19.2
1,TDM,175,32.3
1,TDM,176,34.0
1,TDM,177,73.6
1,TDM,178,136
1,TDM,179,174
1,TDM,181,314
1,TDM,182,287
1,TDM,183,232
1,TDM,184,169
1,TDM,185,238
1,TDM,186,377
1,TDM,187,449
1,TDM,188,379
1,TDM,189,467
1,TDM,190,442
1,TDM,191,293
1,TDM,192,240
1,TDM,193,171
1,TDM,194,203
1,TDM,195,158
1,TDM,196,68.5
1,TDM,197,69.2
1,TDM,198,112
1,TDM,199,42.9
